text,toxic
"retweeet * to muito mal , vou chorar o dia inteiro * meus amigos : a eu :",0
parece uma lacraia,0
", mas passa .",0
meu deus eu espero que amanha de sol,0
meu cu atraio,1
vou tomar banho porque to loco ainda meu caralho,1
retweeet no quero levar um choque bento no vou tentar,0
retweeet como chamar a sua mina ( ) oi amor ( ) oi bebe ( ex ) mano,0
teve um que eu vi esses dias igualzinho também mas era uma amiga feia provavelmente com inveja da outra estar casando e ela não,1
hora do jogo do dia caralho vamos assistir hashtag,1
caga pau,1
"parar de comprar verduras e legumes de grandes produtores . sim comprar aqueles de pequenos , orgânicos . o brasileiro tem que começar a ser inteligente . chega de ser um povo burro , manipulável e vitima . sempre cantou "" . sacudir a poeira . "" mas , vive choramingando ! ! !",0
kkk danação feia kkk,1
cada o alaba caralho ?,1
"o amigo do meu ver chegou aqui no porto e falou "" o pia vamos la "" , at meu ver tem amigos vindo chamar ele pra rol e eu aqui doente e limpando a casa kkk",0
quem me conta,0
fala serio imagina sim um logotipo nosso com um pagodinho puta que pariu amei vamos casar,0
"miga essa tua vergonha vai passar no debito ou no credito ? porque não estou bem feio mais , está rebelde kk",0
eu vou rever essa porra toda de novo puta que saudade,0
"- nenhuma acriana vira "" mulher "" por ter menstruado ; - no so apenas mulheres que menstruam ; - mulheres sem-teto também menstruam ( uau ) , portanto devia ser obriga-o oferecer absorvente gratuito assim como oferecem camisinha gratuita ; conscientize",0
"já me mandaram praticamente o mesmo texto outra vez e eu respondi com a maior educa-o , no que eu deva satisfaço pra anonimo no curious cat",0
"te dando que vai chover , e pra caralho",0
"sigo pedindo a deus fora e sabedoria , para tudo de certo .",0
retweeet pau que nasce torto nunca se endireita,1
o jungkook como poseidon tudo pra mim sabe eu reli divergente jackson imaginando ele como divergente puta que pariu sim sofri,0
kkk puta que pariu,0
maldita hora que comprei ingresso pra festa de hoje,0
"retweeet hoje tem estreia , pai vai amassar nessa porra",1
vocês so to perfeitos puta que pariu,1
lugar de paz,0
"legal bem hoje que eu te sozinha no museu , resolve aparece excursão",0
você te linda,0
"sa porra te doendo para arai , senhor",1
"brother , depois do show de ontem me afirmei sapato alam dos number , passou para number depois de ver a cinderela",0
"minecraft realmente um jogo que mudou muita coisa do cenário dos games e merece muita respeito , foi um puta jogo lendário .",0
retweeet com certeza,0
"ano ou , vou fingir que essas bad no e comigo",1
retweeet dois palhaços fazendo grada pra plateia em ponto de fica fodido na cama de um hospital,1
posso nem dormir nessa porra,1
perfil criado esse mas para atacar um jornalista . deve ser duo .,0
falta de cachara .,0
retweeet no quero nem saber como vai ser amanha contra as dominicanas .,0
puta que pariu que sono .,1
"cear tem as maiores perolas do brasil , e eu tenho como provar :",0
porra sim,0
retweeet paz pra nós porra,0
duvido amasso filho,0
"mano eu tava pensando merda , mas era sim uma perna mds",0
"isso porque você muito novo e provavelmente não soube o tamanho do futebol do gerson , pedro rocha e ceres .",0
"poderia acordar puto porque o vizinho te com som alto , mas acordei fui na janela e mandei ele aumentar porque era péricles que tava tocando",0
que puta sentimento lixo . quero sumir,0
meu pau no teu curso kkk trolada,1
retweeet caralho mal acordei e um gay já me irritou,1
eu juro que se eu pudesse voltar no tempo eu aproveitaria number 0x mais . porque puta saudade que eu tenho de tempos que no voltam mais,0
retweeet quem disse que uma gaja feia no pode ter logotipo,1
"o pet da draculaura ( pesquisei porque fiquei confusa de ser a forma dela morcego ) a boneca preta da direita custom não existe isso ai , fake news",1
"rol do inferno ontem , briga , pinga , andar de ambulância com os mano morrendo dentro dela num parte brabo , nos volta pro rol , bebe mais , volta pro hospital expulso de la , volta pro rol , perde as coisas tudo , acha as coisa , fica rindo igual retardado um da cara do outro , quase morre de novo , fim",1
"retweeet isso a amanda , por isso ela sim pega feio",0
"o foi claro ontem . o meteorológico cometeu uma serie de erros cruciais para o bom controle do desmatamento : - dados duplicados - falsos positivos - falhas de detecto em meses anteriores ou seja , o meteorológico estava fazendo um péssimo trabalho .",0
paulista,0
"eita ! james rodriguez fez um comentário na foto de culpar e olha sim o que o volante do flamengo respondeu ! já pensou , torcedor rubro-negro ?",0
queria um desse contigo kkk,0
essa internet da oi um lixo,1
retweeet quem disse que gordinha não pode postar foto assim ?,0
espero que algum responda por favor . com exercício qualquer pessoa pode cantar com uma voz bonita,0
te na hora de voltar mesmo kskskksks . valeu puto,0
caralho meu corão se despedaçou,0
puta que pariu vou assistir uma serie sábado chato pra caralho,0
eu comprei uma camiseta de friends e acho que nunca estive estão feliz,0
porra se tu for pagar me chama também,1
"aqui está number achava que tava mais frio , acho que como já passou do começo do inverno já me acostumei",0
"com empates por number a number entre brasilis e amparo , e number a number entre flamengo e jabaquara , alam da vitoria da sapucaiense sobre o guarulhos por number a number já realizados , confira os jogos da primeira rodada do paulista sub number segunda diviso . hashtag hashtag hashtag",0
"retweeet mano , será que um dia algum vai me amar a esse ponto ? kkk no .",0
amigo você perfeito ok porra,1
mano deus me livre que nojo da porra,1
"porra , eu no sei os dias",1
tu acha que ele acorda com o barulho do celular ? ? kkk,0
estou no passo number,0
kkk puta que pariu,1
"hino colorado ecoando no beira rio , ontem , diante do nacional . o inter volta fase de quartas de final da libertadores , onde esteve pela ultima vez em number .",0
"te rindo muita lembrando da minha mana carol falando : "" e quando o bebe nasce miram que nossa barriga volta toda murcha igual cu de galinha . "" ela disk , morro de rir quando paro para conversar",1
ai mano para com isso sem candies que dia que a gente no sai e num da treta ?,0
"pensa num assunto inútil , puta merda",1
"caralho já estamos em agosto , mas que vem eu e a meninas já vamos para porto velho ah",1
"quanta homofobia você conseguiu gerar nesse post , te feliz danilo ?",0
retweeet andara porra hashtag,1
retweeet no meu pior to sozinha sim e no melhor vou te também vá se foder,0
retweeet não consigo olhar para ele e não pensar que devia estar no top number,0
eu não aguento mais ver sapato com unha grande meu deus o que custa,1
puta que pariu parece muito,0
as mulheres jogaram muito vai se foder,0
"tnc rapa , quem me dera se fosse pronta mermo",1
"fui apresentar a musica do cachorrinho filho da puta pra me , kkk coitada da hanna",1
"to passando mal com esse calor , e para piorar no almocei",0
"sim faltou jogar flores , puta que pariu .",1
gilmar mendes no aceita ser investigado pela receita . lewandowski mandou prender um acrítico no aeroporto . relator inventa inquérito para censurar redes . alexandre de moraes no quer ninguém investigando o senado . a ditadura do judiciário ! vamos aceitar ? hashtag,0
"olha que eu já fui feia para aquela escola , mas hoje eu me superei",1
"você me tira a paz , parece uma droga que eu no me livro mais .",0
mano eu fado na medida do possível o mais certo possível isso que me deixa puto . mais fazer o que ? !,0
você sabe que eu te adoro .,0
"ignora o cara firmo , ele apesar de tudo ainda uma acriana . não sabe lidar direito com critica , o cara do exercito foi muita babaca de todo jeito , o nicks sim não se expressou bem , era muita apresso em cima do moleque , um pás inteiro , sim de ele chegar la já deveria ter sido timo .",1
"opa linda tens que rapar o cabelo urgente , queres fazer isso hoje muita tempo portanto avança , depois deixas crescer a uau thank you ! ! se rapar hoje de ser na primavera para o couro cabeludo se habituar ao sol antes do vero ( mesmo us",0
"vai toma no cu desse povo que posta isso mano , queria ver como que a pessoa que postou ficaria se a me dele morresse",1
porra te foda kkk,1
kkk a vida tem dessas a bixa era gata no ia negar,1
"parei de assistir la pelos number 5min por causa de uma cena que achei ridícula . e pelo que meu namorado falou dessa cena ai de explodirem o cara , sim piorou .",0
gh muito carente de manha cedo me ligando puta que pariu,1
coisa feia,1
a ultima foto to muita bitola,1
vera estridente lixo de merda petista sem crebro inválida ! ! !,1
cheguei do trampo todo molhando tnc,0
"no twitter : lutei por incluso , time de negros e operários , anti racismo e discriminado . no estádio : tu sim time de otário e viado , puta , viado e ladro . no existe torcida mais lixo e hipócrita que a do vasco da gama .",1
minha boceta ranha tipo caranguejo,1
"eu ia fazer meu cabelo , mas com essa chuva nem rola",0
"retweeet a caralho , que ressaca que eu te",1
sim aconteceu uma sim e eu já to exausta sim de ver gringo privilegiado falando merda de fs internacionais reclamando e expondo injustiças,0
vou inscrever um squad brabo nessa pro league,0
"cabeça explodindo , puta que pariu",0
essa cena me faz chorar !,0
"tomar no cu , minha me um caralho",1
essa serie tem a verso feminina do bolsonaro,0
porra o moleque do number muito lindo,1
com certeza viado,1
uma parceira dessa,0
"pretinha me esperta querendo que eu busco ela na raia , está chovendo pra crc",0
cara serio eu no tenho mais paciência nenhuma pra militância que gente chata do caralho,1
"se você entra numa universidade federal , você sim vai esquecer seu cpf em caso de alzheimer , caso contrario . nunca mais porque la se usa pra tudo",0
porra chovendo e essa cardada do caralho veio fazer o que na rua meu deus ? ? que tanto que pergunta prego e não leva nada esse .,1
nessa tu se fá . eu . a maconha está te deixando lesado . passa vergonha ai babaca .,1
agora tenho que tirar um curso de engenharia pra partir uma puta dum ovo,1
"amiga , quer saber , quero no kkk eu tinha at falado com com no whats mas eu tenho que arrumar a casa , tem boi não",0
puta merda finalmente achei o spiderverse legendado filha da puta,1
retweeet enfia no cu acorra kkk,1
assisti ao jogo brasil 1x0 vitoria . no foi possível identificar qual foi o time mais feio . puta que pariu .,1
caralho eu quero,0
"muito complicado quando você para pra pensar se você realmente se acha feio ou você se acha feio porque viu alguém falando que algo que você tem é feio , as vezes a gente nem lembra de onde saiu essas ideias sabe ? muito complicado isso",0
estudante de escola publica se você não esta estudando para o pás então vá agora seu arrombado embora ocupar aquele caralho estudante do marista sei la foda-se vai tomar no cu,1
saudades desse rol aleatório,0
pensando seriamente em ir comprar chocolate,0
"final da libertadores , brasil ex argentina já to at vendo",0
velho eu sou muito burro kkk to morrendo de rir agora,0
feliz cinde !,0
"acho que rola hein , porque maioria do pessoal acha correto",0
kkk idêntico mano,0
nunca vi uma coisa to feia,1
pau quebrando na alma,0
e desde quando ele tem pau,0
retweeet caralho . comecei a chorar,0
eu vou passar o dia inteiro ouvindo as conversas inteligentes de vocês sim,0
""" drama não faz nada "" a porra me deixa paz cu do capeta",1
próximo role eu no vou mais gritar igual um desgraçado,1
sou apaixonada,0
retweeet puta que pariu que homem gostoso,1
kkk tnc kkk,1
não vou negar que queria,0
"quando tinha que ganhar no ganhou , jogou mal e ainda foi expulso por agressor e o povo sim falou no soco que o neymar deu no torcedor babaca .",1
trs agua pra mim kkk,0
vai tomar no com odeio minha vida porra tmlc,1
"mas no me impressiono , ainda mais vindo do exame , um site no qual elegeu haddad e disse que o mesmo ganharia com certeza number , number % de chances , enfim kkk perdi feio",0
"tipo vocês so burgueses tiveram mil privilégios por cor e herana familiar , tipo vou se fode meritocracia o caralho",1
"eu te engordando numa facilidade , que xilocaína filho da puta",1
""" alertas do meteorológico indicam alta de number em desmate na amazônia "" o que so esses alertas , quais so ? o que eles realmente indicam ? e os falsos positivos , qual a porcentagem ? que métrica usada para definir um alerta ? algum cientista por aqui para responder ?",0
pau na tcheca da novinha,1
pronunciamento odiado pelos americanos patriotas . number motivos number - defendeu saddam number - acusou obama de matar viral inocentes number - defendeu o operador da jaula hawaii number - afirmou que quem usa a palavraterrorista racista number - vazou informais confidenciais,0
